NOTE: no readable battery power rail; power_w is NaN and J/GB is NOT measurable on this device.
repeat,mode,pattern,size_kb,threads,bytes,seconds,MBps,iops,lat_p50_us,lat_p99_us,errors,first_errno,power_w,temp_start_c,temp_end_c,temp_zone
2,direct,rand,64,1,887947264,2.0002,443.93,6773.8,144.3,196.5,0,0,nan,57.4,56.6,pm8550_tz
2,direct,rand,64,2,1712979968,2.0003,856.37,13067.1,146.6,228.4,0,0,nan,56.5,56.6,pm8550_tz
2,direct,rand,64,4,2691039232,2.0004,1345.23,20526.6,186.7,346.8,0,0,nan,56.5,57.3,pm8550_tz
2,direct,rand,64,8,3925344256,2.0004,1962.25,29941.6,252.4,517.4,0,0,nan,57.2,58.3,pm8550_tz
2,direct,rand,128,1,1251737600,2.0002,625.82,4774.6,205.9,274.1,0,0,nan,58.2,57.0,pm8550_tz
2,direct,rand,128,2,2289565696,2.0003,1144.60,8732.6,219.8,346.5,0,0,nan,56.9,57.1,pm8550_tz
2,direct,rand,128,4,3595304960,2.0007,1797.07,13710.5,278.6,501.5,0,0,nan,56.9,57.9,pm8550_tz
2,direct,rand,128,8,4593811456,2.0007,2296.15,17518.2,433.6,846.1,0,0,nan,57.8,58.9,pm8550_tz
2,direct,rand,256,1,2063597568,2.0004,1031.58,3935.2,248.6,329.5,0,0,nan,58.8,58.0,pm8550_tz
2,direct,rand,256,2,3724541952,2.0003,1861.97,7102.8,272.3,422.6,0,0,nan,57.7,58.5,pm8550_tz
2,direct,rand,256,4,5233180672,2.0005,2615.97,9979.2,382.1,700.9,0,0,nan,58.3,59.5,pm8550_tz
2,direct,rand,256,8,5298716672,2.0008,2648.24,10102.2,763.9,1265.6,0,0,nan,59.3,60.0,pm8550_tz
2,direct,rand,512,1,2748841984,2.0006,1374.01,2620.7,366.0,531.8,0,0,nan,59.9,58.9,pm8550_tz
2,direct,rand,512,2,4582801408,2.0005,2290.80,4369.4,438.2,690.6,0,0,nan,58.8,59.4,pm8550_tz
2,direct,rand,512,4,5302124544,2.0009,2649.82,5054.1,768.3,1167.4,0,0,nan,59.2,60.0,pm8550_tz
2,direct,rand,512,8,5375000576,2.0015,2685.52,5122.2,1528.9,2133.9,0,0,nan,59.8,60.5,pm8550_tz
2,direct,rand,1024,1,3313500160,2.0003,1656.51,1579.8,612.8,838.2,0,0,nan,60.3,59.4,pm8550_tz
2,direct,rand,1024,2,5064622080,2.0012,2530.76,2413.5,812.4,1251.6,0,0,nan,59.4,60.0,pm8550_tz
2,direct,rand,1024,4,5281677312,2.0016,2638.68,2516.4,1572.7,2139.7,0,0,nan,59.9,60.4,pm8550_tz
2,direct,rand,1024,8,5342494720,2.0031,2667.06,2543.5,3128.5,3713.3,0,0,nan,60.3,60.7,pm8550_tz
2,direct,rand,2048,1,3644850176,2.0011,1821.42,868.5,1140.2,1487.7,0,0,nan,60.4,60.1,pm8550_tz
2,direct,rand,2048,2,4701814784,2.0014,2349.21,1120.2,1791.7,2654.5,0,0,nan,59.8,60.1,pm8550_tz
2,direct,rand,2048,4,4706009088,2.0032,2349.28,1120.2,3560.9,4452.4,0,0,nan,59.9,60.4,pm8550_tz
2,direct,rand,2048,8,4737466368,2.0072,2360.21,1125.4,7080.0,8079.2,0,0,nan,60.1,60.1,pm8550_tz
2,direct,rand,4096,1,4332716032,2.0026,2163.60,515.8,1939.4,2239.2,0,0,nan,60.0,59.9,pm8550_tz
2,direct,rand,4096,2,5037359104,2.0035,2514.27,599.4,3295.9,4212.2,0,0,nan,59.8,60.5,pm8550_tz
2,direct,rand,4096,4,5024776192,2.0047,2506.49,597.6,6650.3,7984.5,0,0,nan,60.2,60.3,pm8550_tz
2,direct,rand,4096,8,4961861632,2.0140,2463.67,587.4,13526.8,17523.3,0,0,nan,60.1,60.3,pm8550_tz
